image_id,filepath,anomaly_class,class_idx
0,images/0.jpg,Offline-Module,11
1,images/1.jpg,Offline-Module,11
2,images/2.jpg,Offline-Module,11
3,images/3.jpg,Offline-Module,11
4,images/4.jpg,Offline-Module,11
5,images/5.jpg,Offline-Module,11
7,images/7.jpg,Offline-Module,11
8,images/8.jpg,Offline-Module,11
10,images/10.jpg,Offline-Module,11
12,images/12.jpg,Offline-Module,11
13,images/13.jpg,Offline-Module,11
14,images/14.jpg,Offline-Module,11
16,images/16.jpg,Offline-Module,11
18,images/18.jpg,Offline-Module,11
19,images/19.jpg,Offline-Module,11
20,images/20.jpg,Offline-Module,11
21,images/21.jpg,Offline-Module,11
23,images/23.jpg,Offline-Module,11
25,images/25.jpg,Offline-Module,11
26,images/26.jpg,Offline-Module,11
27,images/27.jpg,Offline-Module,11
28,images/28.jpg,Offline-Module,11
29,images/29.jpg,Offline-Module,11
31,images/31.jpg,Offline-Module,11
32,images/32.jpg,Offline-Module,11
33,images/33.jpg,Offline-Module,11
34,images/34.jpg,Offline-Module,11
35,images/35.jpg,Offline-Module,11
36,images/36.jpg,Offline-Module,11
37,images/37.jpg,Offline-Module,11
38,images/38.jpg,Offline-Module,11
40,images/40.jpg,Offline-Module,11
42,images/42.jpg,Offline-Module,11
43,images/43.jpg,Offline-Module,11
45,images/45.jpg,Offline-Module,11
46,images/46.jpg,Offline-Module,11
47,images/47.jpg,Offline-Module,11
48,images/48.jpg,Offline-Module,11
49,images/49.jpg,Offline-Module,11
50,images/50.jpg,Offline-Module,11
51,images/51.jpg,Offline-Module,11
53,images/53.jpg,Offline-Module,11
54,images/54.jpg,Offline-Module,11
55,images/55.jpg,Offline-Module,11
56,images/56.jpg,Offline-Module,11
57,images/57.jpg,Offline-Module,11
58,images/58.jpg,Offline-Module,11
60,images/60.jpg,Offline-Module,11
61,images/61.jpg,Offline-Module,11
62,images/62.jpg,Offline-Module,11
63,images/63.jpg,Offline-Module,11
64,images/64.jpg,Offline-Module,11
65,images/65.jpg,Offline-Module,11
66,images/66.jpg,Offline-Module,11
67,images/67.jpg,Offline-Module,11
68,images/68.jpg,Offline-Module,11
69,images/69.jpg,Offline-Module,11
71,images/71.jpg,Offline-Module,11
72,images/72.jpg,Offline-Module,11
73,images/73.jpg,Offline-Module,11
74,images/74.jpg,Offline-Module,11
75,images/75.jpg,Offline-Module,11
76,images/76.jpg,Offline-Module,11
78,images/78.jpg,Offline-Module,11
79,images/79.jpg,Offline-Module,11
80,images/80.jpg,Offline-Module,11
81,images/81.jpg,Offline-Module,11
82,images/82.jpg,Offline-Module,11
83,images/83.jpg,Offline-Module,11
84,images/84.jpg,Offline-Module,11
87,images/87.jpg,Offline-Module,11
88,images/88.jpg,Offline-Module,11
89,images/89.jpg,Offline-Module,11
90,images/90.jpg,Offline-Module,11
91,images/91.jpg,Offline-Module,11
92,images/92.jpg,Offline-Module,11
95,images/95.jpg,Offline-Module,11
96,images/96.jpg,Offline-Module,11
97,images/97.jpg,Offline-Module,11
99,images/99.jpg,Offline-Module,11
102,images/102.jpg,Offline-Module,11
103,images/103.jpg,Offline-Module,11
107,images/107.jpg,Offline-Module,11
108,images/108.jpg,Offline-Module,11
